Product ID,ProductName, Merchant ID, Cluster ID, Cluster Label, Category ID,Category,Price,StockQuantity,Description,Rating
40361,smeg right hand hinge free standing fridge freezer in orange,31,44518,Smeg FAB30RFO Orange,2622,Fridge Freezers,1999.0,219,"This is a right-hand hinged, freestanding refrigerator with an integrated freezer and vibrant orange finish.",3.2
45557,hotpoint ctl55k 85x55cm 133l freestanding under counter fridge black,6,46499,Hotpoint CTL55K Black,2623,Fridges,399.99,248,"A compact, 85x55cm freestanding refrigerator with a 133L capacity, ideal for small kitchens and under-counter installations, finished in sleek black",3.6
34173,lg f4j5tn4l 8kg washing machine 1400rpm silver,53,42677,LG F4J5TN4L,2620,Washing Machines,100.0,46,"This LG F4J5TN4L 8kg washing machine features a powerful 1400 RPM motor with a sleek silver finish, perfect for cleaning heavily soiled garments and offering energy efficiency.",2.9
21410,canon eos m100 ef m 3 5 6 3/15 45 mm is stm grau digitalkamera kit,247,38870,Canon EOS M100 + 15-45mm IS STM,2617,Digital Cameras,599.99,496,"The Canon EOS M100 EF-M 3-5-6 Kit is a compact, digital camera featuring a 24.2MP APS-C sensor and a 45mm f/3.5-5.6 STM lens.",3.6
16891,intel 12 core xeon gold 6146 server/workstation cpu/processor,101,6902,Intel Xeon Gold 6146 3.2GHz Tray,2615,CPUs,3199.0,4,"A high-performance, 12-core Intel Xeon Gold 6146 processor designed for demanding server and workstation applications.",3.1
25964,igenix ig1807 microwave,332,40169,Igenix IG1807 Silver,2618,Microwaves,179.99,258,"The iGenix Ig1807 Microwave features advanced inverter technology and quick cooking capabilities, allowing for fast and efficient meal preparation.",3.1
25417,russell hobbs rhm2064g russell hobbs heritage 20 litre metallic grey d,4,39954,Russell Hobbs RHM2064G Grey,2618,Microwaves,39.99,436,"A 2.5-litre 360-degree swivelling water canister with a capacity for 18 litres, ideal for tea and coffee preparation.",2.7
1035,samsung galaxy s8 coral blue 6.2 64gb 4g unlocked sim free,15,93,Samsung Galaxy S8+ 64GB Dual SIM,2612,Mobile Phones,1299.0,12,"This device features a 6.2-inch display, 64GB of storage, and supports 4G connectivity, making it an ideal option for everyday use.",4.0
33017,aeg prosteam l7fee945r washing machine white,7,42282,AEG L7FEE945R,2620,Washing Machines,99.99,218,"The AEG ProSteam L7FEE945R Washing Machine features advanced steam technology for improved fabric care and reduced wrinkles, with a sleek white design that fits seamlessly into any kitchen.",3.8
42739,bush bsff50152b ex display fridge freezer may have minor marks/scratches,179,45432,Bush BSFF50152B Black,2622,Fridge Freezers,150.0,325,This is a used bush BSFF50152B Ex Display Fridge Freezer with possible minor cosmetic marks or scratches.,3.9
14530,amd ps7451bdafwof epyc x86 cpu processor black,17,5982,AMD EPYC 7451 2.3GHz Tray,2615,CPUs,999.99,117,"This is an AMD PS7451BDADF Epyc X86 CPU Processor Black, featuring high-performance computing capabilities for efficient processing and advanced technology features.",4.6
1277,huawei p20 dual sim pink,2,138,Huawei P20 128GB Dual SIM,2612,Mobile Phones,199.99,476,"The Huawei P20 Dual SIM Pink is a mid-range smartphone featuring a 5.8-inch display and a long-lasting battery, offering users a powerful and feature-rich device with dual SIM capabilities.",4.4
38160,samsung rs8000 free standing american fridge freezer in matt stainless steel,31,44131,Samsung RS68N8670S9/EU Stainless Steel,2622,Fridge Freezers,999.99,70,"A high-capacity, energy-efficient refrigerator with ample storage and advanced cooling features, ideal for modern American kitchens.",2.3
33364,hoover dxp412aiw3 dynamic next premium 12kg load 1400 spin washing machine white,59,42380,Hoover DXP 412AIW3,2620,Washing Machines,599.99,132,"This 12kg capacity, white, Dynamic Next Premium Washing Machine features a powerful 1400 Spin washing cycle to effectively remove dirt and allergens from clothing.",3.1
36099,indesit ui6f1tw freezer frost free 222 litre white,131,43472,Indesit UI6F1TW White,2621,Freezers,222.0,101,"The Indesit UI6F1TW is a 222-litre, frost-free white freezer designed to maintain low temperatures, ensuring optimal storage for food and household items.",4.0
47150,hoover hvtl542whk under counter larder fridge white,22,47309,Hoover HL54WH White,2623,Fridges,599.99,67,"This is a compact, all-in-one under-counter fridge perfect for small kitchens or larders, featuring a sleek white finish and ample storage space.",2.7
30363,neff w543bx0gb built in 8kg washing machine,292,41878,Neff W543BX0GB,2620,Washing Machines,599.99,221,"This is an 8kg, built-in neff w543bx0gb washing machine that provides efficient and reliable laundry cleaning.",4.3
30145,bosch wiw28300gb built in 1400 spin 8kg washing machine,130,41862,Bosch WIW28300GB,2620,Washing Machines,599.99,498,"The Bosch WIW28300GB is an energy-efficient 1400rpm built-in washing machine featuring an 8kg capacity, ideal for medium to large family households.",2.5
12956,digihome 32hd273t2 32 inch hd ready 720p led with freeview hd in black,53,5078,DigiHome 32HD273T2,2614,TVs,49.99,392,"This TV features a 32-inch HD Ready screen with 720p resolution and Freeview HD capabilities, all wrapped in a sleek LED design.",3.1
3218,tp link neffos x1 max 4g lte smartphone 5.5,2,1015,TP-Link Neffos X1 Max 64GB Dual SIM,2612,Mobile Phones,199.99,389,"The TP-Link Neffos X1 Max 4G LTE smartphone features a 5.5-inch display with 4GB of RAM and 64GB of internal storage, providing an optimal mobile experience for users.",2.6
35373,zanussi zfc 41400 wa eek a skala a bis d 920 478 978,297,43336,Zanussi ZFC41400WA White,2621,Freezers,50.0,259,This is a washing machine with a variety of features including multiple wash cycles and a high-efficiency motor.,3.0
24728,miele contourline m6022scclst m6022sc 800w 17l narrow width built in microwave with grill clean steel,6,39777,Miele M6022SCCLST Stainless Steel,2618,Microwaves,799.99,25,"A built-in, narrow-width microwave oven featuring an 800W power output and a capacity of 17 liters, equipped with a grill function and stainless steel construction.",3.5
34065,montpellier mw5100p 5kg 1000rpm freestanding washing machine white,3,42627,Montpellier MW5100P,2620,Washing Machines,599.99,242,"This freestanding washing machine features a 5kg capacity and 1000rpm spin speed, ideal for everyday laundry needs.",4.8
30843,washer dryer with ecobubble technology,347,41923,Samsung WD90J6A10AW,2620,Washing Machines,999.99,26,This washer dryer utilizes eco-friendly ECOBUBBLE technology to provide an efficient and environmentally responsible cleaning solution.,2.5
40385,serie 4 kgn34vl20g 277 litre no frost fridge freezer,124,44523,Bosch KGN34VL20G Stainless Steel,2622,Fridge Freezers,599.99,196,"This 277 liter capacity, no-frost fridge freezer features advanced temperature control for optimal food storage and preservation.",4.2
36674,haier bd 319raa 319 litre chest freezer,137,43651,Haier BD-319RAA White,2621,Freezers,129.99,97,"This Haier BD 319RAA is a 319-liter capacity chest freezer designed to provide efficient storage for frozen foods, featuring a compact design and reliable cooling system.",3.8
3035,swisstone sc590 touch,2,868,Swisstone SC 590 Touch Dual SIM,2612,Mobile Phones,999.99,226,"The Swisstone SC590 Touch is a compact, touchscreen-enabled stone surface designed for high-performance kitchen and bar applications.",3.7
36036,whirlpool uw8f2cxb 187cm freezer,293,43456,Whirlpool UW8 F2C XB UK Stainless Steel,2621,Freezers,1000.0,116,"This 1.87m deep freezer features advanced temperature control and ice maker functionality, providing reliable storage for large families.",4.2
40190,fisher paykel rf521tlpx6 frost free fridge freezer left hinge stainless steel,301,44478,Fisher & Paykel RF521TLPX6 Stainless Steel,2622,Fridge Freezers,999.99,0,"This Fisher Paykel RF521TLPX6 Frost Free Fridge Freezer features a stainless steel left hinge design, ideal for modern kitchens with its sleek and durable construction.",3.9
47188,siemens ki18le61 einbau k hlautomat extraklasse eek a,298,47348,Siemens KI18LE61 Integrated,2623,Fridges,999.99,403,The Siemens Ki18LE61 is an all-in-one kettle with advanced features such as temperature control and energy efficiency.,2.5
37392,bosch kgn36nw30g fridge freezer,129,44050,Bosch KGN36NW30G White,2622,Fridge Freezers,299.99,286,"The Bosch KGN36NW30G is a high-capacity, double-door refrigerator with a frost-free function and adjustable shelving for optimal storage of groceries.",4.5
14048,intel core i9 7940x 3.10ghz skylake x s2066 19.25mb cache cpu,10,5880,Intel Core i9-7940X 3.10GHz Box,2615,CPUs,1192.5,112,"A high-performance Skylake X CPU with a 3.10 GHz clock speed, featuring 19.25 MB of L3 cache and compatible with the S2066 motherboard.",5.0
10612,lg 43 uk6300 4k ultra hd with hdr smart led tv,8,4455,LG 43UK6300PLB,2614,TVs,349.99,392,This LG 43UK6300 4K Ultra HD with HDR Smart LED TV offers enhanced picture quality and seamless connectivity for an immersive viewing experience.,4.7
1797,apple iphone se 64gb space grey,27,278,Apple iPhone SE 64GB,2612,Mobile Phones,599.0,41,"A compact, space-saving smartphone featuring a 64GB storage capacity and available in Space Grey colour.",2.2
3112,telme t211 schwarz,2,934,Telme T211 Dual SIM,2612,Mobile Phones,0.0,242,"The TELME T211 is a black German-made telephone with advanced features, including high-quality sound and comfortable ergonomic design.",4.3
29033,zanussi zds22002wa slimline 45cm wide dishwasher,180,41045,Zanussi ZDS22002WA White,2619,Dishwashers,200.0,469,This Zanussi ZDS22002WA Slimline 45cm wide dishwasher features a compact design with advanced drying technology for efficient cleaning.,2.8
33900,hoover hl1682d3 8kg 1600spin washing,313,42551,Hoover HL1682D3,2620,Washing Machines,129.99,178,"This is a high-efficiency, 1600rpm washing machine with advanced spin technology and a capacity of 8kg.",3.6
44567,beko lp1671dw 60cm wide freestanding fridge white,3,46270,Beko LP1671DW White,2623,Fridges,599.99,324,"This 60cm wide freestanding fridge features advanced cooling technology and ample storage space, making it ideal for small to medium-sized kitchens.",2.4
21530,nikon coolpix p900,41,38883,Nikon CoolPix P900,2617,Digital Cameras,599.99,492,The Nikon Coolpix P900 is a high-resolution point-and-shoot camera featuring a 16 megapixel sensor and a 20x optical zoom lens.,4.1
10550,bravia kd75xf9005 75 inch 4k ultra hd hdr smart led android,124,4450,Sony Bravia KD-75XF9005,2614,TVs,999.99,275,The Bravia KD75XF9005 is a 75-inch 4K Ultra HD HDR Smart LED Android television featuring high-definition display and advanced smart features.,2.3
29255,neff geschirrsp ler integrierbar wei gi 4603 iw s413i60w3e,298,41150,Neff S413I60W3E White,2619,Dishwashers,49.99,348,A smart dish washer with advanced features for efficient and quiet operation.,2.8
40404,hisense free standing american fridge freezer in stainless steel effect,31,44528,Hisense RQ689N4AC1 Stainless Steel,2622,Fridge Freezers,499.99,136,"This Hisense free-standing American-style fridge freezer features a durable stainless steel effect finish, perfect for enhancing the aesthetic appeal of any kitchen.",3.8
15115,intel xeon e5 2683v4 2.1 ghz 16 kern 32 threads 40 mb cache speicher lga2011 v3 socket oem cm8066002023604,36,6177,Intel Xeon E5-2683 v4 2.1GHz Tray,2615,CPUs,0.0,171,"A high-performance processor with a quad-core CPU, 32 threads, and 40 MB of cache memory.",2.4
30524,indesit eco time iwdd7123p freestanding washer dryer white,22,41891,Indesit IWDD7123,2620,Washing Machines,299.99,216,"The Indesit Eco Time IWDD7123P is a freestanding, white, compact washer and dryer combo designed for energy efficiency and convenience.",4.7
16306,hewlett packard enterprise 601110 b21 2ghz 12mb l3 processor,64,6590,HP AMD Opteron 6128 HE 2.0GHz Socket G34 6400MHz bus Upgrade Tray,2615,CPUs,1200.0,217,"A Hewlett Packard Enterprise processor featuring a 2GHz clock speed and 12MB of cache memory, utilizing an L3 architecture.",3.4
44280,smeg fab10ro 55cm orange retro refrigerator right hand hinge orange,301,46221,Smeg FAB10RO Orange,2623,Fridges,199.95,319,"A compact, right-handed hinged refrigerator with an orange finish, inspired by the classic designs of the 1950s and 60s.",2.9
36006,siemens gs36nbw3pg iq 500 60cm freestanding frost free freezer white,301,43450,Siemens GS36NBW3PG White,2621,Freezers,199.99,86,"This Siemens GS36NBW3PG IQ 500 60cm freestanding frost-free freezer features advanced temperature control and humidity management for optimal food preservation, with a sleek white design to blend seamlessly into any kitchen.",3.7
33702,hoover dxoa67lw3/1 80 a 7kg 1600 spin washing machine in white,125,42481,Hoover DXOA 67LW3/1-80,2620,Washing Machines,1600.0,468,"This is an 80kg, 1600 Spin Washing Machine, weighing 7kg, with a sleek white finish, designed for efficient cleaning.",3.4
33561,miele wkg120 8kg 1600 rpm washing machine with softsteam capdosing,160,42438,Miele WKG 120,2620,Washing Machines,599.99,495,"This Miele WKG120 washing machine features an 8kg capacity and 1600rpm spin speed, equipped with SoftSteam capDosing technology for efficient and gentle cleaning.",3.2
29289,siemens einbausp ler sn636x01me vollintegriert,119,41167,Siemens SN636X01ME Integrated,2619,Dishwashers,1400.0,401,"The Siemens Einbausp Ler Sn636X01ME Vollintegriert is a fully integrated, single-source package for electronic ballast systems.",4.8
13855,boxed processor intel core i5 i5 8400 6 x 2.8 ghz,16,5858,Intel Core i5-8400 2.8GHz  Box,2615,CPUs,239.99,67,"A high-performance processor featuring six cores, each with a clock speed of 2.8 GHz, ideal for demanding applications.",3.9
2504,alcatel u5 hd 8 gb uk sim free smartphone white,17,543,Alcatel U5 HD Dual SIM,2612,Mobile Phones,99.99,339,"This is an Alcatel U5 HD smartphone with 8GB storage, featuring a UK SIM card tray and available in white color.",3.6
14745,intel core i 34330te ghz 4 mb cache/lga 1150 socket,3,6052,Intel Core i3-4330TE 2.4GHz Tray,2615,CPUs,34330.0,431,"Intel Core i3-4340TE processor features a 3.4 GHz clock speed and 4 MB cache, compatible with LGA 1150 socket, offering efficient performance for general computing tasks.",4.0
44933,hisense tall fridge with ice box in silver rr220d4ad2,125,46341,Hisense RR220D4AD2 Silver,2623,Fridges,599.99,282,"This Hisense tall fridge with ice box in silver RR220D4AD2 features advanced temperature control and ample storage space, ideal for large families or households requiring multiple compartments.",4.9
15234,intel core i5 4590s 3 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51,6217,Intel Core i5-4590S 3.0GHz Tray,2615,CPUs,299.99,430,"Intel Core i5-4590S processor, a high-performance CPU featuring 3 GHz clock speed, 4 cores, 4 threads, and 6 MB LGA1150 socket-based cache for enhanced system responsiveness.",3.9
46656,amica einbau k hlschrank schleppt rtechnik eks 16171,298,46940,Amica EKS 16171 Integrated,2623,Fridges,999.99,94,"A compact and energy-efficient fridge with a reliable transport system, suitable for small spaces.",3.2
39041,siemens ki87vvs30g built in fridge freezer,308,44258,Siemens KI87VVS30G Integrated,2622,Fridge Freezers,1200.0,306,"The Siemens Ki87VVS30G features advanced moisture control and precise temperature regulation, ensuring optimal food storage and preservation.",2.1
14349,intel xeon e5 2650 2.2 ghz 12 kern 24 threads 30 mb cache speicher fclga2011 v3 socket box bx80660e52650v4,36,5930,Intel Xeon E5-2650V4 2.2GHz Box,2615,CPUs,1319.0,96,"A high-performance server processor featuring 12 cores, 24 threads, and 30 MB cache, ideal for demanding workloads.",4.9
33849,siemens iq700 wi14w440 eingebaut frontlader 8kg,119,42531,Siemens WI14W440,2620,Washing Machines,499.99,177,"A high-capacity, front-loading washing machine featuring the Siemens IQ700 technology with a 14W440 motor and an 8kg capacity.",4.5
1818,xiaomi redmi s2 dual sim 32gb gold,17,283,Xiaomi Mi A2 Lite 32GB Dual SIM,2612,Mobile Phones,599.99,196,"The Xiaomi Redmi S2 Dual SIM features a 5.5-inch display, powered by an octa-core processor and 3GB/4GB RAM options.",2.8
35892,cda fw582 54cm wide integrated upright in column freezer white,6,43423,CDA FW582 Integrated,2621,Freezers,59.99,394,"This cda fw582 54cm wide integrated upright in column freezer features a sleek and compact design, making it ideal for kitchen countertops.",3.8
21384,panasonic lumix dmc lx100 schwarz,253,38868,Panasonic Lumix DMC-LX100,2617,Digital Cameras,499.99,218,"The Panasonic Lumix DMC-LX100 Schwarz is a compact, high-quality point-and-shoot camera featuring a 1-inch sensor and 24-72mm lens.",2.7
45345,smeg fab28yve1 60cm wide retro style left hinge freestanding fridge lime green,15,46440,Smeg FAB28YVE1 Green,2623,Fridges,199.95,43,"This Smeg Fab28YVE1 is a 60cm wide, freestanding refrigerator with a retro-style design and a vibrant lime green finish.",4.2
15634,intel core 2 duo e8500 3.16 ghz 2 cores 6 mb cache lga775 socket oem,51,6350,Intel Core 2 Duo E8500 3.16GHz Socket 775 1333MHz bus Tray,2615,CPUs,119.99,160,"A quad-core processor with 3.16 GHz clock speed, 6 MB L2 cache, and support for LGA775 socket, designed to provide efficient processing capabilities.",4.7
46943,siemens einbau k hlautomat flachscharnier technik ki21rvf40,298,47118,Siemens KI21RVF40 Integrated,2623,Fridges,999.99,459,The Siemens EIBAU K HLAutomat Flachscharnier Technik Ki21RVF40 is a specialized machine for precise and efficient application of a flat black finish.,2.4
45135,fisher paykel rb90s64mkiw2 cooldrawer multi temperature refrigerator,294,46385,Fisher & Paykel RB90S64MKIW2 Integrated,2623,Fridges,999.99,90,"The Fisher Paykel RB90S64MKIW2 Cooldrawer is a dual-compressor, multi-temperature refrigerator capable of storing both frozen and refrigerated foods simultaneously.",2.1
45643,frigidaire frlf55w larder 55cm wide,161,46527,Frigidaire FRLF55W White,2623,Fridges,999.99,179,"The Frigidaire Larder is a refrigerated storage unit, approximately 55cm wide, designed to keep perishable items cool and fresh.",3.7
1860,ulefone s8 pro dual sim smartphone,30,297,UleFone S8 Pro Dual SIM,2612,Mobile Phones,249.99,258,"The ulefone S8 Pro Dual Sim Smartphone is equipped with a quad-core processor and 4GB of RAM for seamless performance, while featuring a high-resolution display and advanced camera capabilities.",2.7
45413,iceking rl111ap2 48cm wide undercounter larder fridge,152,46457,Iceking RL111AP2 White,2623,Fridges,200.0,283,"A compact, wide undercounter refrigerator ideal for small kitchen spaces, offering refrigerated storage for food and beverages.",3.4
41965,bosch k hl /gefrier kombination classic kiv38v20ff eek a,298,45020,Bosch KIV38V20FF Integrated,2622,Fridge Freezers,0.0,275,"A 2-sentence technical description for the Bosch KHL/GEFRIER Kombination Classic KIV38V20FF EEK A, including its refrigerator and freezer functions.",3.0
12197,sony kd49xe9005bu 124.5 cm 49 3840 x 2160 pixels led smart tv,18,4763,Sony Bravia KD-49XE9005B,2614,TVs,249.99,388,"This is a 49"" LED Smart TV featuring 3840x2160 pixel resolution, perfect for immersive entertainment on the Sony KD49XE9005BU.",3.9
2984,wiko view 2 smartphone dual sim 32 gb 15.2 cm 6 13 mpix android 8.0 oreo anthracite,52,821,Wiko View 2 Dual SIM,2612,Mobile Phones,499.99,164,"The Wiko View 2 smartphone features a 15.2 cm 6-inch display, equipped with a dual SIM functionality and a 13MP camera, running on Android 8.0 Oreo operating system.",4.9
37000,constructa ein / unterbau gefrierschrank ce521ef30,298,43825,Constructa CE521EF30 Integrated,2621,Freezers,999.99,212,"The Constructa Ein / Unterbau is a refrigerated storage base for freezer, ideal for organizing and storing frozen food items.",3.0
1290,sim free iphone xr 128gb mobile phone yellow,22,141,Apple iPhone XR 128GB,2612,Mobile Phones,599.95,293,"This is a Sim Free iPhone XR 128GB Mobile Phone Yellow, featuring a vibrant 6.1-inch LCD display and an advanced A12 Bionic chip.",2.6
16185,hp intel xeon e7530 1.866ghz 12mb l3 processor,66,6549,HP Intel Xeon E7530 1.86GHz Upgrade Tray,2615,CPUs,999.0,382,"This is a high-performance server-grade Intel Xeon processor with a clock speed of 1.866 GHz and 12MB L3 cache, ideal for demanding workloads.",2.2
11763,samsung ue55nu8500 55 smart 4k ultra hd hdr curved led tv,7,4631,Samsung UE55NU8500,2614,TVs,2000.0,281,"This Samsung UE55NU8500 55 Smart 4K Ultra HD HDR Curved LED TV features advanced technology for enhanced viewing experience with vibrant colors and wider screen, providing a unique entertainment solution.",2.1
13196,lg 65uk6470plc 65 smart 4k ultra hd hdr led tv,7,5255,LG 65UK6470PLC,2614,TVs,399.99,381,This LG 65UK6470PLC 65 Smart 4K Ultra HD HDR LED TV features advanced picture quality and intelligent smart TV capabilities for an immersive viewing experience.,2.4
31380,samsung wd80k5b10ow addwash washer dryer in white 1400rpm 8kg 6kg a ra,128,41988,Samsung WD80K5B10OW,2620,Washing Machines,1400.0,126,"A high-capacity, dual-function washer and dryer set with an integrated add-wash feature, ideal for larger families or heavy-duty laundry needs.",4.5
36698,siemens gs51naw45,119,43661,Siemens GS51NAW45 White,2621,Freezers,0.0,328,"The Siemens GS51NAW45 is an air-cooled heat exchanger designed for industrial applications, providing efficient heat transfer and reliability.",2.6
28850,siemens einbausp ler sx658x06te vollintegriert,119,40981,Siemens SX658X06TE Integrated,2619,Dishwashers,999.99,303,The Siemens Einbausp Ler SX658X06TE is a fully integrated appliance with advanced features for efficient cooking and easy cleaning.,4.3
30021,hotpoint ffaa52s.1 55cm frost free combi,179,41753,Siemens SN25M831GB Stainless Steel,2619,Dishwashers,129.99,492,The Hotpoint FFAA52S.1 is a 55cm frost-free combi oven featuring advanced technology for efficient cooking and convenient maintenance.,2.9
15446,intel core i7 i7 3612qm quad core 4 core 2.10 ghz processor,73,6287,Intel Core i7-3612QM 3.1GHz Tray,2615,CPUs,21000000.0,134,"A mid-range Quad-core processor, Intel Core i7-3612QM delivers high performance for everyday tasks and resource-intensive applications.",3.7
45172,indesit tlaa10si fridge 55cm larder 4.49cf a rated silver,131,46394,Indesit TLAA 10 SI Silver,2623,Fridges,4.49,261,"This Indesit TLA A10 SII fridge features a spacious 55cm larder compartment and is rated for 4.49 cubic feet, with a sleek Silver finish.",2.2
16616,hp intel xeon e5506 2.13ghz 4mb l3 processor,66,6747,HP Intel Xeon E5506 2.13GHz Socket 1366 2400MHz bus Upgrade Tray,2615,CPUs,1249.0,403,This is an Intel Xeon E5506 processor with a clock speed of 2.13 GHz and 4MB L3 cache.,2.6
32310,aeg l9fec946r 9kg oko steam washing machine 1400rpm 9000 series white,301,42126,AEG L9FEC946R,2620,Washing Machines,999.99,454,"This is a high-efficiency, 9kg capacity steam washing machine with a rotating speed of 1400rpm and a sleek white design, part of the OKO 9000 series.",4.0
39034,samsung rs58k6387sl a american style fridge freezer water/ice dispenser,32,44256,Samsung RS58K6387SL,2622,Fridge Freezers,1500.0,355,"This Samsung RS58K6387SL American-style refrigerator features a convenient water and ice dispenser for quick refreshment, while maintaining a spacious interior and energy-efficient design.",4.1
27650,whirlpool supreme clean wfc 3c24 p x uk dishwasher stainless steel,3,40636,Whirlpool WFC 3C24 P X UK Stainless Steel,2619,Dishwashers,599.99,173,"A high-efficiency, stainless steel dishwasher with advanced filtration and powerful cleaning capabilities for superior kitchen hygiene.",2.2
10255,samsung ue82nu8000 82 4k ultra hd hdr led smart tv with 5 year warranty,6,4429,Samsung UE82NU8000,2614,TVs,599.99,247,"This Samsung UE82NU8000 82’ 4K Ultra HD HDR LED Smart TV offers enhanced picture quality and smart features, backed by a comprehensive 5-year warranty.",2.2
38035,liebherr cufr3311 fire red smartfrost fridge freezer,293,44115,Liebherr CUfr 3311 Red,2622,Fridge Freezers,1999.99,454,"The Liebherr CUFR3311 Fire Red SmartFrost is a high-capacity, energy-efficient refrigerator with advanced frost management technology for optimal storage and preservation of food.",4.2
42916,aeg einbau k hl /gefrier kombination sce81821lc,298,45607,AEG SCE81821LC Integrated,2622,Fridge Freezers,999.99,220,"A built-in refrigerator with freezer compartment, ideal for compact kitchens.",3.8
3347,samsung b2710 solid immerse sim free mobile phone black water dust proof,3,1143,Samsung B2710,2612,Mobile Phones,15.99,69,"This Samsung B2710 features an IP57 rating for dust and waterproof resistance, making it suitable for use in wet conditions.",2.8
46013,siemens ki31rad40 eingebaut 172l a wei,119,46649,Siemens KI31RAD40 Integrated,2623,Fridges,172.0,348,"This is a Siemens Ki31RAD40 172L A Weingarten refrigerator unit, utilizing advanced technologies to provide efficient cooling and improved energy efficiency.",3.7
24967,russell hobbs retro compact digital microwave rhretmd706r red,125,39825,Russell Hobbs RHRETMD706R Red,2618,Microwaves,99.99,283,"This microwave features a compact design with a digital display, perfect for small kitchens or retro-style decor, and is available in a bold red color.",2.6
44780,zanussi zrg11600wa 50cm wide freestanding fridge white,3,46311,Zanussi ZRG11600WA White,2623,Fridges,599.99,356,"This 50cm wide freestanding fridge features a spacious interior and sleek white design, ideal for storing food and drinks in a modern kitchen.",2.5
44510,liebherr kbef 4310 freestanding fridge comfort,294,46259,Liebherr KBef 4310 Comfort BioFresh Silver,2623,Fridges,1799.99,357,"The Liebherr Kbef 4310 Freestanding Fridge Comfort features advanced temperature control and humidity management for optimal food storage, providing a comfortable and hygienic cooking environment.",3.0
32629,amica awdt814s 8kg wash 6kg dry 1400rpm integrated washer dryer white,15,42188,Amica AWDT814S,2620,Washing Machines,200.0,214,"The Amica AWDT814S is an 8kg capacity, integrated washer and dryer unit featuring a 1400rpm drying cycle, perfect for small to medium-sized loads.",3.3
39992,hotpoint hm325ff 50/50 fridge freezer,129,44438,Hotpoint HM325FF Integrated,2622,Fridge Freezers,999.99,328,"This Hotpoint HM325FF model features a 50/50 split capacity design, allowing for efficient storage and organization of groceries in the refrigerator section and frozen food in the freezer compartment.",3.3
34630,whirlpool wwdc7122,341,43141,Whirlpool WWDC7122,2620,Washing Machines,299.99,145,"This is a compact and energy-efficient refrigerator with ample storage space, ideal for small kitchens.",2.4
44483,zanussi zba15021sv integrated fridge,130,46255,Zanussi ZBA15021SV Integrated,2623,Fridges,699.99,71,"The Zanussi ZBA15021SV integrated fridge features advanced technology for efficient cooling and food preservation, with sleek design to seamlessly integrate into any kitchen.",4.7
2909,moto g5s 3/32 gris,3,757,Moto G5S Plus 32GB Dual SIM,2612,Mobile Phones,299.99,148,"The Moto G5S is a mid-range Android smartphone featuring a 3GB RAM and 32GB storage, housed in a durable metal body with a 4G LTE connectivity.",2.0
40342,blomberg kgm9691x frost free fridge freezer,346,44513,Blomberg KGM9691X Stainless Steel,2622,Fridge Freezers,800.0,406,This Blomberg KGMM9691X Frost Free Fridge Freezer features a spacious interior with advanced temperature control for optimal food storage.,2.8
46115,igenix 92l undr cntr larder fridgewht,66,46683,Igenix IG3960 White,2623,Fridges,120.0,22,"The IgneX 92L Undr CNTR Larder Fridgewht features a compact, refrigerated storage unit designed to keep food fresh for extended periods.",2.1
39168,smeg fridges and freezers fq960pb 230 240 v,314,44277,Smeg FQ960PB Blue,2622,Fridge Freezers,999.99,437,"This product features advanced technology for efficient energy consumption, utilizing 230-240V power to maintain optimal temperatures in both the fridge and freezer compartments.",2.1
34584,hoover dxce410w3 10kg washing machine,129,43072,Hoover DXC E410W3,2620,Washing Machines,150.0,235,A 10kg high-efficiency washing machine featuring advanced water control and quiet operation for enhanced cleaning experience.,2.7
11353,panasonic tx55fx650b 55 uhd 4k hdr smart led tv freeviewhd freeviewplay,131,4539,Panasonic Viera TX-55FX650B,2614,TVs,179.99,399,"A 55-inch UHD 4K HDR Smart LED TV featuring Freeview HD and Freeview Play capabilities, offering an immersive viewing experience with its sleek design and advanced features.",3.3
14619,intel cm8066201922605,17,6011,Intel Xeon E3-1225V5 3.30Ghz Tray,2615,CPUs,1000.0,340,"This is an Intel Core i7-9700K processor, a high-performance desktop CPU featuring 8 cores and 16 threads.",3.1
22421,sony alpha 7 geh use,253,38995,Sony Alpha 7,2617,Digital Cameras,1000.0,124,"The Sony Alpha 7Geh is a high-performance camera designed for professional photographers, featuring advanced autofocus and exceptional low-light capabilities.",3.1
17340,hp intel xeon dp e5630 quad core 4 core 2.53 ghz processor upgrade,73,7358,HP Intel Xeon DP E5630 2.53GHz Socket 1366 1066MHz bus Upgrade Tray,2615,CPUs,499.99,416,"This HP Intel Xeon DP E5630 Quad Core processor upgrade features four high-performance cores running at 2.53 GHz, providing a significant boost in processing power for demanding applications.",2.5
1280,huawei y7 2018 dual sim blau,2,139,Huawei Y7 2018 Triple SIM,2612,Mobile Phones,249.99,203,"This Huawei Y7 2018 Dual Sim smartphone features a sleek design with a 5.99-inch display, allowing users to multitask and stay connected on the go.",4.7
17249,amd phenom ii x4 840 3.20ghz 2mb cache am3 quad core socket am3 retail box cpu processor inc fan and heatsink,121,7267,AMD Phenom II X4 840 3.2GHz Box,2615,CPUs,1299.99,72,"A high-performance quad-core processor featuring 3.20GHz clock speed, 2MB cache, AM4 socket, and included fan and heatsink.",2.7
